,NQ1 Index,,,,NKY Index,,,,XIN9I Index,,,,HSI Index,,,,DAX Index,,,,UKX Index,,,,MXIN Index,,,,SPX Index,,,,USYC2Y10 Index,,,,USYC1030 Index,,,,XAU Curncy,,,,CLZ3 Comdty,,,,DXY Curncy,,,
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
3/5/2021,13874,13940,13767,13783,28996.66,29046.49,28760.27,28812.63,17496.24,17498.43,17224.53,17329.58,28659.91,28684.83,28256.03,28357.54,15191.79,15268.56,15111.3,15236.47,6961.48,7009.47,6946.04,6969.81,1670.09,1693.16,1664.33,1688.97,4191.98,4209.39,4188.03,4192.66,147.747,148.854,141.592,143.324,66.814,68.656,66.226,68.252,1769.04,1797.98,1766,1792.91,#N/A N/A,#N/A N/A,#N/A N/A,54.96,91.245,91.387,90.867,90.945
4/5/2021,13778,13781,13375,13530,28996.66,29046.49,28760.27,28812.63,17496.24,17498.43,17224.53,17329.58,28438.15,28577.52,28321.34,28557.14,15259.5,15260.75,14845.27,14856.48,6969.81,7034.26,6912.28,6923.17,1695.52,1699.86,1670.92,1674.92,4179.04,4179.04,4128.59,4164.66,143.488,145.442,139.654,142.996,67.868,68.26,66.272,66.731,1792.91,1799.12,1771.05,1776.06,#N/A N/A,#N/A N/A,#N/A N/A,55.74,91.002,91.398,90.986,91.288
5/5/2021,13516,13656,13459,13484,28996.66,29046.49,28760.27,28812.63,17496.24,17498.43,17224.53,17329.58,28427.67,28677.36,28325.96,28417.98,14969.63,15170.78,14963.77,15170.78,6923.17,7047.75,6923.17,7039.3,1687.2,1692.01,1678.13,1689.94,4177.06,4187.72,4160.94,4167.59,142.766,145.805,141.137,141.334,66.773,67.969,66.445,67.298,1776.06,1785.41,1770.51,1784.29,#N/A N/A,#N/A N/A,#N/A N/A,55.85,91.276,91.436,91.173,91.308
6/5/2021,13480,13601,13386,13591,29024.01,29430.22,28966.47,29331.37,17329.58,17417.77,17046.43,17099.95,28647.97,28753.97,28384.12,28637.46,15170.77,15281.4,15092.77,15196.74,7039.3,7076.17,7026.75,7076.17,1696.11,1705.26,1689.33,1703.28,4169.14,4202.7,4147.33,4201.62,142.001,143.249,139.887,141.103,67.401,68.282,66.757,66.782,1784.29,1818.11,1782.07,1815.84,#N/A N/A,#N/A N/A,#N/A N/A,55.87,91.267,91.379,90.876,90.951
7/5/2021,13605,13809,13583,13703,29330.45,29449.86,29237.36,29357.82,17099.95,17243.47,16910.86,16931.77,28721.13,28884.03,28530.71,28610.65,15348.32,15406.41,15290.2,15399.65,7076.17,7143.46,7076.17,7129.71,1712.71,1716.57,1705.85,1712.02,4210.34,4238.04,4201.64,4232.6,140.968,143.577,132.471,142.826,67.187,70.527,66.224,69.708,1815.84,1843.43,1812.86,1831.24,#N/A N/A,#N/A N/A,#N/A N/A,56.21,90.869,90.959,90.191,90.233
10/5/2021,13709,13739,13298,13349,29376.89,29685.41,29346.14,29518.34,16931.77,16979.25,16706.47,16839.62,28776.99,28842.11,28453.14,28595.66,15417.53,15419.43,15347.96,15400.41,7129.71,7164.18,7104.4,7123.68,1722.34,1729.1,1720.61,1726.4,4228.29,4236.39,4188.13,4188.43,143.556,145.521,140.887,144.524,70.121,72.431,69.594,72.176,1831.8,1845.51,1830.06,1837.66,#N/A N/A,#N/A N/A,#N/A N/A,56.37,90.209,90.339,90.042,90.212
11/5/2021,13305,13366,13062,13338,29238.56,29289.12,28535.36,28608.59,16839.62,17064.03,16691.32,17030.23,28286.56,28286.56,27910.71,28013.81,15253.32,15255.89,15006.73,15119.75,7123.68,7123.68,6912.36,6947.99,1717.68,1723.21,1710.12,1719.7,4150.34,4162.04,4111.53,4152.1,144.368,147.003,143.125,146.092,72.143,73.351,71.08,72.156,1837.67,1841.94,1818.13,1835.28,#N/A N/A,#N/A N/A,#N/A N/A,56.78,90.236,90.357,89.982,90.141
12/5/2021,13314,13340,12953,12991,28712.1,28831.03,27888.59,28147.51,17030.23,17143.56,16965.44,17106.69,28073.92,28231.04,27897.47,28231.04,15144.04,15226.36,15058.11,15150.22,6947.99,7028.1,6945.33,7004.63,1718.75,1718.97,1698.35,1704.26,4130.55,4134.73,4056.88,4063.04,146.427,153.192,144.854,152.474,72.56,72.66,69.203,71.513,1835.27,1843.8,1819.08,1820.42,#N/A N/A,#N/A N/A,#N/A N/A,57.45,90.193,90.796,90.163,90.713
13/5/2021,12982,13215,12909,13092,27929.01,27961.96,27385.03,27448.01,17106.69,17106.69,16822.19,16914.58,27920.01,28060.93,27718.67,27718.67,14967.8,15235.89,14816.35,15199.68,7004.63,7004.63,6823.6,6963.33,1718.75,1718.97,1698.35,1704.26,4074.99,4131.58,4074.99,4112.5,152.474,154.061,149.162,150.043,72.011,74.707,70.35,73.64,1820.42,1828.83,1808.86,1826.15,#N/A N/A,#N/A N/A,#N/A N/A,55.53,90.75,90.907,90.587,90.752
14/5/2021,13090,13419,13071,13379,27723.7,28139.96,27723.7,28084.47,16914.58,17350.51,16859.08,17336.35,27872.69,28064.01,27715.88,28027.57,15301.74,15417.24,15214.68,15416.64,6963.33,7048.67,6963.33,7043.61,1711.41,1711.41,1689.95,1700.08,4129.58,4183.13,4129.58,4173.85,150.185,150.526,147.025,147.736,73.22,73.787,70.728,70.826,1826.15,1845.6,1819.84,1843.43,#N/A N/A,#N/A N/A,#N/A N/A,56.12,90.756,90.803,90.282,90.321
17/5/2021,13375,13439,13183,13295,28310.46,28312.78,27632.53,27824.83,17336.35,17676.39,17305.53,17601.43,28130.51,28268.39,28074.14,28194.09,15432.34,15482.23,15353.66,15396.62,7043.61,7066.76,6989.11,7032.85,1708.77,1723.71,1704.2,1722.32,4169.92,4171.92,4142.69,4163.29,148.276,149.545,145.955,149.174,71.138,71.921,70.192,71.034,1842.79,1868.2,1841.26,1868.1,#N/A N/A,#N/A N/A,#N/A N/A,56.41,90.323,90.428,90.147,90.164
18/5/2021,13298,13423,13173,13203,27931.57,28481.17,27931.57,28406.84,17601.43,17688.18,17517.75,17625.25,28438.03,28617.34,28438.03,28593.81,15514.72,15538.01,15344.1,15386.58,7032.85,7102.57,7030.37,7034.24,1738.16,1745.01,1736.25,1743.19,4165.94,4169.15,4125.99,4127.83,149.033,150.113,147.327,148.379,71.23,72.616,71.011,71.935,1868.1,1875.1,1863.27,1867.47,#N/A N/A,#N/A N/A,#N/A N/A,56.18,90.184,90.203,89.693,89.75
19/5/2021,13185,13232,12949,13225,28031.22,28216.65,27842.98,28044.45,17625.25,17657.35,17482.89,17537.75,28438.03,28617.34,28438.03,28593.81,15238.82,15266.53,14961.27,15113.56,7034.24,7034.24,6897.06,6950.2,1739.64,1748.45,1736.55,1738.63,4098.45,4116.93,4061.41,4115.68,148.549,153.066,147.106,150.983,72.008,72.372,69.298,69.298,1867.47,1890.13,1852.25,1882.06,#N/A N/A,#N/A N/A,#N/A N/A,54.88,89.78,90.287,89.688,90.191
20/5/2021,13207,13513,13142,13477,27875.5,28176.87,27821.96,28098.25,17537.75,17643,17473.47,17615.33,28413.49,28508.24,28293.23,28450.29,15207.32,15370.26,15102.35,15370.26,6950.2,7019.79,6926.85,7019.79,1740.19,1742.68,1724.15,1726.93,4121.97,4172.8,4121.97,4159.12,151.184,151.868,147.381,147.783,69.932,71.064,69.043,70.224,1882.05,1883.89,1862.06,1882.65,#N/A N/A,#N/A N/A,#N/A N/A,54.29,90.21,90.232,89.751,89.808
21/5/2021,13487,13555,13390,13396,28269.61,28411.56,28193.03,28317.83,17615.33,17720.45,17355.71,17407.75,28584.34,28584.34,28286.92,28458.44,15411.03,15467.19,15364.43,15437.51,7019.79,7028.17,6973.31,7018.05,1736.63,1749.33,1734.91,1748.23,4168.61,4188.72,4151.72,4155.86,147.783,148.774,145.805,146.624,70.267,71.088,69.193,69.435,1882.65,1889.41,1870.21,1881.25,#N/A N/A,#N/A N/A,#N/A N/A,55,89.779,90.154,89.65,90.017
24/5/2021,13365,13673,13355,13626,28212.32,28584.18,28212.32,28364.61,17407.75,17515.54,17286.87,17510.62,28417.99,28444.36,28195.52,28412.26,15411.03,15467.19,15364.43,15437.51,7018.05,7054.63,7013.51,7051.59,1751.56,1755.4,1745.74,1750.38,4170.16,4209.52,4170.16,4197.05,146.113,146.826,144.101,144.781,69.631,70.162,68.677,69.438,1882.03,1887.07,1875.25,1883.99,#N/A N/A,#N/A N/A,#N/A N/A,56.27,90.027,90.103,89.763,89.844
25/5/2021,13641,13728,13601,13647,28516.99,28576.97,28443.74,28553.98,17510.62,18259.72,17510.62,18239.01,28461.5,28929.24,28461.5,28910.86,15548.29,15568.6,15465.09,15465.09,7051.59,7067.6,7029.79,7029.79,1762.18,1762.87,1751.54,1755.82,4205.94,4213.42,4182.52,4188.13,145.29,145.461,140.873,141.55,69.384,69.986,68.623,68.623,1883.99,1896.11,1872.78,1895.39,#N/A N/A,#N/A N/A,#N/A N/A,56.26,89.85,89.868,89.535,89.639
26/5/2021,13655,13718,13649,13691,28396.62,28710.83,28396.62,28642.19,18239.01,18385.94,18199.96,18272.03,29056.28,29261.86,29027.95,29166.01,15520.44,15541.86,15407.48,15450.72,7029.79,7050.88,6998.19,7026.93,1761.81,1768.02,1755.26,1766.47,4191.59,4202.61,4184.11,4195.99,141.347,143.252,140.568,142.52,69.048,69.38,67.68,67.708,1895.39,1912.76,1895.16,1902.39,#N/A N/A,#N/A N/A,#N/A N/A,56.44,89.695,90.109,89.586,90.042
27/5/2021,13697,13710,13612,13656,28543.32,28587.21,28360.56,28549.01,18272.03,18537.3,18115.74,18307.48,28998.39,29157.95,28950.72,29113.2,15419.2,15490.06,15350.67,15406.73,7026.93,7044.01,7008.53,7019.67,1770.27,1774,1764.42,1768.91,4201.94,4213.38,4197.78,4200.88,143.252,147.109,142.206,145.969,67.964,68.538,66.727,67.111,1902.38,1903.7,1888.34,1891.61,#N/A N/A,#N/A N/A,#N/A N/A,56.55,90.079,90.179,89.893,89.971
28/5/2021,13686,13754,13660,13677,28912.54,29194.11,28899.66,29149.41,18307.48,18442.41,18164.91,18301.3,29219.46,29336.13,29033.72,29124.41,15443.14,15548.72,15435.74,15519.98,7019.67,7054.91,7019.58,7022.61,1777.22,1783.12,1775.26,1776.88,4210.77,4218.36,4203.57,4204.11,146.113,147.134,143.493,145.167,66.914,68.857,66.7,68.473,1891.6,1905.88,1882.38,1903.77,#N/A N/A,#N/A N/A,#N/A N/A,56.05,90.03,90.441,89.982,90.031
31/5/2021,13686,13754,13660,13677,29019.45,29147.71,28791.6,28860.08,18301.3,18301.9,18013.04,18222.82,29225.46,29225.46,28909.52,29151.8,15496.48,15499.64,15414.38,15421.13,7019.67,7054.91,7019.58,7022.61,1778.68,1796.15,1772.1,1793.79,4210.77,4218.36,4203.57,4204.11,144.971,144.971,144.971,144.971,68.473,68.473,68.473,68.473,1903.9,1910.68,1902.21,1906.75,#N/A N/A,#N/A N/A,#N/A N/A,56.05,90.026,90.12,89.816,89.829
1/6/2021,13692,13762,13583,13639,28998.65,29075.47,28611.25,28814.34,18222.82,18266.63,18007.59,18258.93,29159.06,29480.16,29036.45,29468,15513.13,15685.4,15512.36,15567.36,7022.61,7118.03,7022.61,7080.46,1799.72,1802.29,1786.75,1794.19,4216.52,4234.12,4197.59,4202.04,146.162,148.863,145.426,145.767,67.853,68.985,67.402,67.88,1906.75,1916.64,1892.45,1903.35,#N/A N/A,#N/A N/A,#N/A N/A,56.77,89.783,89.94,89.663,89.831
2/6/2021,13634,13701,13595,13664,28730.81,29003.55,28565.83,28946.14,18258.93,18303.81,18022.89,18116.56,29414.64,29490.61,29208.73,29297.62,15570.77,15631.02,15554.02,15602.71,7080.46,7122.54,7074.06,7108,1789.35,1805.72,1788.46,1803.31,4206.82,4217.37,4198.27,4208.12,146.252,146.934,143.89,144.087,67.842,69.045,67.205,68.254,1903.35,1908.81,1894.45,1906.54,#N/A N/A,#N/A N/A,#N/A N/A,57.23,89.922,90.246,89.857,89.909
3/6/2021,13669,13696,13452,13519,28890.39,29157.16,28879.15,29058.11,18116.56,18233.25,18009.86,18023.5,29365.32,29377.9,28902.67,28966.03,15591.54,15657.15,15477.32,15632.67,7108,7108.04,7013.85,7064.35,1813.23,1818.24,1809.18,1816.52,4191.43,4204.39,4167.93,4192.85,143.916,147.19,143.72,146.455,68.069,68.677,66.559,66.763,1906.54,1909.7,1865.6,1871.01,#N/A N/A,#N/A N/A,#N/A N/A,57.22,89.926,90.551,89.887,90.512
4/6/2021,13524,13772,13458,13756,28901.42,28991.24,28764.68,28941.52,18023.5,18361.07,17910.52,18150.06,28837.95,29023.18,28737.97,28918.1,15651.69,15705.89,15607.92,15692.9,7064.35,7071.81,7039.74,7069.04,1818.79,1822.28,1812.38,1818.43,4206.05,4233.45,4206.05,4229.89,146.651,147.519,140.276,140.276,66.906,68.846,66.188,67.518,1871.01,1896.28,1856.18,1891.59,#N/A N/A,#N/A N/A,#N/A N/A,57.63,90.468,90.627,90.026,90.136
7/6/2021,13765,13813,13685,13794,29214,29241.2,28973.05,29019.24,18150.06,18152.3,17951.25,18087.67,28985.6,29003.99,28615.61,28787.28,15661.58,15732.06,15614.18,15677.15,7069.04,7098.31,7042.19,7077.22,1824.2,1829.46,1819.19,1827.48,4229.34,4232.34,4215.66,4226.52,141.634,142.792,140.865,141.205,67.67,68.138,66.907,67.472,1891.44,1895.66,1881.64,1895.15,#N/A N/A,#N/A N/A,#N/A N/A,57.85,90.145,90.301,89.914,89.95
8/6/2021,13813,13906,13733,13802,29046.03,29140.68,28897.64,28963.56,18087.67,18251.55,17763.51,17902.92,28900.52,28979.2,28638.31,28781.38,15674.41,15727.23,15638.32,15640.6,7077.22,7120.73,7074.94,7095.09,1831.33,1832,1821.17,1830.66,4233.81,4236.74,4208.41,4227.26,141.205,141.545,136.03,137.635,67.43,68.474,66.757,67.697,1895.15,1903.8,1883.82,1892.47,#N/A N/A,#N/A N/A,#N/A N/A,58.36,89.983,90.176,89.955,90.076
9/6/2021,13799,13893,13797,13804,28901.56,28932.03,28801.83,28860.8,17902.92,18020.36,17841.97,17941.73,28771.14,28859.58,28687.69,28742.63,15642.74,15669.14,15505.15,15581.14,7095.09,7095.72,7046.02,7081.01,1834.38,1836.67,1808.05,1817.11,4232.99,4237.09,4218.74,4219.55,137.635,137.805,132.371,133.232,67.826,68.466,67.135,67.593,1892.47,1899.03,1887.41,1891.23,#N/A N/A,#N/A N/A,#N/A N/A,58.44,90.129,90.165,89.837,90.12
10/6/2021,13809,13966,13716,13951,28799.74,29007.53,28799.74,28958.56,17941.73,18219.6,17915.09,18076.92,28792.02,28954.4,28664.94,28738.88,15610.08,15637.94,15513.36,15571.22,7081.01,7117.74,7080.02,7088.18,1825.68,1833.44,1821.51,1832.08,4228.56,4249.74,4220.34,4239.18,133.064,137.055,128.299,128.299,67.653,69.793,66.986,69.182,1891.23,1894.77,1870.1,1893.78,#N/A N/A,#N/A N/A,#N/A N/A,58.48,90.146,90.31,89.984,90.075
11/6/2021,13967,13990,13924,13986,29030.04,29080.89,28839.54,28948.73,18076.92,18084.88,17828.76,17886.7,28864.9,28965.15,28743.82,28842.13,15583.29,15703.84,15548.35,15693.27,7088.18,7140.7,7088.18,7134.06,1838.25,1842.59,1832.65,1839.76,4242.9,4248.38,4232.25,4247.44,128.771,131.775,128.131,130.291,68.96,69.717,68.311,68.441,1893.78,1903.09,1874.56,1877.53,#N/A N/A,#N/A N/A,#N/A N/A,58.53,90.07,90.611,89.957,90.555
14/6/2021,13991,14125,13957,14117,29153.11,29208.35,29026.27,29161.8,18076.92,18084.88,17828.76,17886.7,28864.9,28965.15,28743.82,28842.13,15739.89,15802.67,15673.64,15673.64,7134.06,7188.26,7131.79,7146.68,1837.3,1842.33,1813.39,1840.44,4248.31,4255.59,4234.07,4255.15,130.764,134.176,130.055,133.3,68.563,69.341,68.201,68.485,1876.78,1877.72,1844.92,1864.22,#N/A N/A,#N/A N/A,#N/A N/A,58.58,90.501,90.601,90.412,90.522
15/6/2021,14110,14154,14000,14021,29256.03,29480.85,29235.71,29441.3,17886.7,17904.53,17514.93,17652.04,28946.44,28946.44,28453.48,28638.53,15744.77,15792.35,15714.94,15729.52,7146.68,7189.63,7142.71,7172.48,1845.98,1849.04,1844.14,1845.78,4255.28,4257.16,4238.35,4246.59,133.162,134.583,131.976,132.722,68.784,70.844,68.487,69.243,1864.21,1869.22,1851.69,1852.36,#N/A N/A,#N/A N/A,#N/A N/A,58.95,90.482,90.675,90.346,90.536
16/6/2021,14038,14095,13830,13972,29306.14,29434.1,29263.72,29291.01,17652.04,17655.29,17381.04,17402.11,28609.37,28648.64,28403.64,28436.84,15756.83,15759.66,15674.61,15710.57,7172.48,7217.54,7169.21,7184.95,1843.6,1845.71,1829.2,1832.36,4248.87,4251.89,4202.45,4223.7,132.691,137.783,131.499,136.418,69.632,70.094,61.514,62.681,1852.35,1861.65,1852.24,1859.35,#N/A N/A,#N/A N/A,#N/A N/A,59.11,90.537,91.402,90.441,91.129
17/6/2021,13940,14198,13842,14155,29149.34,29197.68,28875.39,29018.33,17402.11,17529.21,17324.17,17385.05,28240.88,28558.59,28216.09,28558.59,15655.32,15752.34,15649.22,15727.67,7184.95,7184.95,7132.96,7153.43,1817.83,1832.66,1814.51,1822.82,4220.37,4232.29,4196.05,4221.86,137.07,137.552,125.888,129.068,62.099,63.454,57.22,58.366,1859.34,1863.31,1767.34,1770.77,#N/A N/A,#N/A N/A,#N/A N/A,57.92,91.425,92.008,91.306,91.889
18/6/2021,14179,14203,14009,14034,29136.74,29136.74,28957.98,28964.08,17385.05,17405.45,17108.36,17243,28586.04,28830.85,28532.08,28801.27,15720.52,15736.93,15426.76,15448.04,7153.43,7154.63,7008.74,7017.47,1828.33,1828.33,1790.4,1818.14,4204.78,4204.78,4164.4,4166.45,129.682,130.561,117.117,118.195,58.641,60.13,55.083,57.125,1770.79,1797.27,1761.05,1764.16,#N/A N/A,#N/A N/A,#N/A N/A,58.32,91.879,92.405,91.809,92.225
21/6/2021,14022,14142,13957,14128,28506.84,28506.84,27795.86,28010.93,17243,17271.8,17017.72,17124.37,28501.64,28590.22,28314.93,28489,15391.5,15606.57,15309.44,15603.24,7017.47,7065.05,6948.63,7062.29,1799.46,1827.3,1797.65,1826.25,4173.4,4226.24,4173.4,4224.79,117.386,123.912,109.244,123.032,57.36,62.513,56.309,61.768,1767.27,1786.52,1766.61,1783.29,#N/A N/A,#N/A N/A,#N/A N/A,59.02,92.313,92.373,91.829,91.899
22/6/2021,14136,14277,14066,14257,28513.07,28895.26,28494.46,28884.13,17124.37,17282.17,17124.37,17267.49,28575.16,28579,28299.66,28309.76,15587.57,15652.75,15518.31,15636.33,7062.29,7098.67,7061.13,7090.01,1837.57,1843.99,1829.66,1831.81,4224.61,4255.84,4217.27,4246.44,123.235,126.73,121.206,123.107,61.533,64.183,60.84,61.924,1783.29,1790.18,1772.41,1778.31,#N/A N/A,#N/A N/A,#N/A N/A,59.3,91.88,92.138,91.645,91.756
23/6/2021,14272,14314,14231,14261,28886.92,29007.83,28860.06,28874.89,17267.49,17385.37,17199.63,17265.79,28468.24,28893.79,28406.61,28817.07,15674.33,15675.9,15456.39,15456.39,7090.01,7129.4,7074.06,7074.06,1842.63,1842.63,1819.02,1820.53,4249.27,4256.6,4241.43,4241.84,123.276,124.157,121.282,122.105,62.399,63.785,61.36,61.973,1778.32,1794.98,1775.27,1783.4,#N/A N/A,#N/A N/A,#N/A N/A,59.54,91.726,91.902,91.513,91.802
24/6/2021,14273,14420,14269,14352,28811.82,28935.34,28758.37,28875.23,17265.79,17370.5,17173.1,17344.17,28865.46,28993.37,28782.34,28882.46,15528.55,15606.89,15476.67,15589.23,7074.06,7119.41,7070.9,7109.97,1824.03,1830.66,1821.84,1827.85,4256.97,4271.28,4256.97,4266.49,122.132,123.18,121.201,122.19,62.004,62.742,60,60.444,1783.4,1788.08,1772.98,1776.83,#N/A N/A,#N/A N/A,#N/A N/A,59.76,91.815,91.906,91.661,91.814
25/6/2021,14363,14392,14312,14337,29137.3,29174.17,28992.74,29066.18,17344.17,17705.45,17317.1,17648.27,29002.67,29305.17,28971.6,29288.22,15584.9,15612.66,15533.4,15607.97,7109.97,7139.08,7109.79,7136.07,1832.7,1836,1825.33,1835.02,4274.45,4286.12,4271.16,4280.7,122.021,127.279,120.967,125.432,60.546,63.459,59.328,62.365,1776.83,1790.46,1773.73,1781.44,#N/A N/A,#N/A N/A,#N/A N/A,59.85,91.831,91.877,91.525,91.851
28/6/2021,14345,14516,14331,14510,29112.66,29121.28,28984.93,29048.02,17648.27,17712.95,17541.7,17626.79,29366.49,29394.69,29209.43,29268.3,15570.8,15668.08,15542.17,15554.18,7136.07,7136.22,7071.95,7072.97,1840.69,1840.69,1829.04,1831.21,4284.9,4292.14,4274.67,4290.61,125.772,126.479,121.348,122.025,62.679,63.131,61.196,61.466,1782,1785.94,1770.76,1779.61,#N/A N/A,#N/A N/A,#N/A N/A,59.29,91.803,92.015,91.699,91.887
29/6/2021,14500,14582,14467,14560,28927.44,28951.68,28735.55,28812.61,17626.79,17628.09,17345.98,17380.16,29291.89,29291.89,28924.61,28994.1,15565.83,15752.93,15555.49,15690.59,7072.97,7120.77,7071.86,7087.55,1830.31,1836.41,1821.71,1824.52,4293.21,4300.52,4287.04,4291.8,122.899,124.852,121.737,121.737,60.958,62.187,60.889,61.059,1779.61,1780.57,1750.75,1763.17,#N/A N/A,#N/A N/A,#N/A N/A,59.29,91.875,92.194,91.855,92.049
30/6/2021,14580,14595,14516,14546,28896.31,28998.99,28779.76,28791.53,17380.16,17504.08,17349.94,17458.48,29107.9,29146.28,28827.7,28827.95,15700.06,15709.34,15461.2,15531.04,7087.55,7100.71,7010.57,7037.47,1827.46,1834.07,1819.55,1821.16,4290.65,4302.43,4287.96,4297.5,121.879,123.088,118.532,121.743,61.093,62.412,60.451,61.603,1763.17,1774.49,1753.44,1772.28,#N/A N/A,#N/A N/A,#N/A N/A,59.36,92.076,92.448,92.001,92.436
1/7/2021,14556,14602,14471,14546,28832.41,28833.17,28624.8,28707.04,17458.48,17581.07,17304.35,17581.07,29107.9,29146.28,28827.7,28827.95,15624.28,15708.78,15488.49,15603.81,7037.47,7134.21,7037.47,7125.16,1824.57,1824.73,1816.65,1818.37,4300.73,4320.66,4300.73,4319.94,121.546,122.711,120.116,120.116,61.841,62.66,59.88,59.947,1772.28,1782.88,1765.78,1771.91,#N/A N/A,#N/A N/A,#N/A N/A,59.85,92.365,92.601,92.263,92.597
2/7/2021,14538,14725,14512,14711,28719.24,28849.32,28688.63,28783.28,17581.07,17581.07,16935.64,16958.03,28859.02,28859.02,28231.73,28310.42,15644.84,15705.53,15616.43,15650.09,7125.16,7162.16,7110.3,7123.27,1820.79,1824.24,1813.33,1822.57,4326.6,4355.43,4326.6,4352.34,120.596,121.412,117.071,118.823,59.845,61.821,57.465,61.319,1771.9,1795.19,1771.75,1787.3,#N/A N/A,#N/A N/A,#N/A N/A,60.03,92.563,92.741,92.177,92.226
5/7/2021,14538,14725,14512,14711,28709.57,28731.07,28581.08,28598.19,16958.03,16960.41,16811.05,16924.47,28098.91,28338.79,28042.71,28143.5,15628.42,15673.88,15535.29,15661.97,7123.27,7168.03,7111.51,7164.91,1825.07,1834.62,1825.07,1833.3,4326.6,4355.43,4326.6,4352.34,118.823,118.823,118.823,118.823,61.319,61.319,61.319,61.319,1787.35,1794.53,1784.55,1791.81,#N/A N/A,#N/A N/A,#N/A N/A,60.03,92.232,92.358,92.138,92.212
6/7/2021,14705,14786,14622,14772,28677.95,28748.23,28587.61,28643.21,16924.47,16992.4,16775.25,16982.28,28136.63,28151.35,27904.53,28072.86,15615.07,15647.88,15466.66,15511.38,7164.91,7170.6,7075.73,7100.88,1830.32,1839.92,1825.6,1827.27,4356.46,4356.46,4314.37,4343.54,120.202,120.878,112.455,112.821,61.852,63.44,60.299,62.24,1791.81,1815.06,1790.21,1794.36,#N/A N/A,#N/A N/A,#N/A N/A,58.4,92.241,92.662,92.004,92.546
7/7/2021,14760,14880,14724,14799,28262.4,28434.99,28161.75,28366.95,16982.28,17130.76,16887.87,17077.77,27777.81,27969.41,27703.41,27960.62,15606.94,15700.95,15604.58,15692.71,7100.88,7153.68,7100.88,7151.02,1827.69,1836.38,1822.27,1834.49,4351.01,4361.88,4329.79,4358.13,113.323,114.05,107.454,110.019,62.697,63.798,60.959,61.982,1794.37,1809.8,1793.15,1801.85,#N/A N/A,#N/A N/A,#N/A N/A,57.65,92.532,92.845,92.425,92.644
8/7/2021,14807,14817,14538,14709,28332.63,28366.76,28118.03,28118.03,17077.77,17124.74,16714.33,16770.36,27881.5,27921.06,27110.62,27153.13,15584.72,15591.65,15304.41,15420.64,7151.02,7151.02,6981.57,7030.66,1834.23,1837.75,1815.35,1820.47,4321.07,4330.88,4289.37,4320.82,110.353,110.647,104.364,109.647,61.648,63.187,60.386,62.984,1801.83,1818.45,1794.37,1797.63,#N/A N/A,#N/A N/A,#N/A N/A,57.94,92.695,92.791,92.244,92.417
9/7/2021,14707,14827,14637,14807,27739.42,28000.02,27419.4,27940.42,16770.36,16770.36,16528.7,16665.48,27131.57,27450.79,26861.87,27344.54,15497.93,15687.93,15479.44,15687.93,7030.66,7121.88,7030.22,7121.88,1817.28,1821.78,1812,1819.44,4329.38,4371.6,4329.38,4369.55,110.783,114.492,110.553,114.293,62.663,63.689,61.981,62.607,1797.64,1812.46,1796.67,1808.32,#N/A N/A,#N/A N/A,#N/A N/A,58.96,92.361,92.541,92.09,92.13
12/7/2021,14823,14884,14785,14865,28412.7,28595.12,28405.6,28569.02,16665.48,16961.58,16642.45,16809.41,27672.7,27741.19,27420.35,27515.24,15675.42,15806.9,15631.84,15790.51,7121.88,7134.87,7066.2,7125.42,1828.85,1831.28,1816.18,1821.13,4372.41,4386.68,4364.03,4384.63,114.293,114.324,111.718,113.58,62.673,63.243,61.871,62.902,1807.79,1810.89,1791.68,1805.79,#N/A N/A,#N/A N/A,#N/A N/A,59.13,92.128,92.42,92.083,92.261
13/7/2021,14876,14989,14793,14861,28713.82,28852.31,28699.04,28718.24,16809.41,16932.3,16749.45,16830.52,27694.03,28052.32,27612.69,27963.41,15769.51,15806.57,15747.57,15789.64,7125.42,7152.44,7116.26,7124.72,1832.02,1832.02,1825.25,1830.8,4381.07,4392.37,4366.92,4369.21,113.412,116.552,108.809,116.183,62.672,63.433,60.536,62.86,1805.79,1817.21,1798.79,1811.66,#N/A N/A,#N/A N/A,#N/A N/A,60.29,92.228,92.813,92.14,92.752
